2023-05-08 00:13:55,686 INFO    StreamThr :4213 [internal.py:wandb_internal():86] W&B internal server running at pid: 4213, started at: 2023-05-08 00:13:55.686188
2023-05-08 00:13:55,688 DEBUG   HandlerThread:4213 [handler.py:handle_request():144] handle_request: status
2023-05-08 00:13:55,689 INFO    WriterThread:4213 [datastore.py:open_for_write():85] open: /home/shuvrajeet/Documents/GitHub/ReinforcementLearning/DeepRL/ActorCritic/wandb/run-20230508_001355-s8zccfvz/run-s8zccfvz.wandb
2023-05-08 00:13:55,689 DEBUG   SenderThread:4213 [sender.py:send():375] send: header
2023-05-08 00:13:55,691 DEBUG   SenderThread:4213 [sender.py:send():375] send: run
2023-05-08 00:13:56,998 DEBUG   HandlerThread:4213 [handler.py:handle_request():144] handle_request: check_version
2023-05-08 00:13:56,999 INFO    SenderThread:4213 [dir_watcher.py:__init__():219] watching files in: /home/shuvrajeet/Documents/GitHub/ReinforcementLearning/DeepRL/ActorCritic/wandb/run-20230508_001355-s8zccfvz/files
2023-05-08 00:13:56,999 INFO    SenderThread:4213 [sender.py:_start_run_threads():1124] run started: s8zccfvz with start time 1683485035.686283
2023-05-08 00:13:56,999 DEBUG   SenderThread:4213 [sender.py:send_request():402] send_request: summary_record
2023-05-08 00:13:56,999 INFO    SenderThread:4213 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-05-08 00:13:57,000 DEBUG   SenderThread:4213 [sender.py:send_request():402] send_request: check_version
2023-05-08 00:13:57,321 DEBUG   HandlerThread:4213 [handler.py:handle_request():144] handle_request: run_start
2023-05-08 00:13:57,324 DEBUG   HandlerThread:4213 [system_info.py:__init__():31] System info init
2023-05-08 00:13:57,324 DEBUG   HandlerThread:4213 [system_info.py:__init__():46] System info init done
2023-05-08 00:13:57,324 INFO    HandlerThread:4213 [system_monitor.py:start():181] Starting system monitor
2023-05-08 00:13:57,324 INFO    SystemMonitor:4213 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-05-08 00:13:57,324 INFO    HandlerThread:4213 [system_monitor.py:probe():201] Collecting system info
2023-05-08 00:13:57,325 INFO    SystemMonitor:4213 [interfaces.py:start():190] Started cpu monitoring
2023-05-08 00:13:57,325 INFO    SystemMonitor:4213 [interfaces.py:start():190] Started disk monitoring
2023-05-08 00:13:57,326 INFO    SystemMonitor:4213 [interfaces.py:start():190] Started gpu monitoring
2023-05-08 00:13:57,326 INFO    SystemMonitor:4213 [interfaces.py:start():190] Started memory monitoring
2023-05-08 00:13:57,326 INFO    SystemMonitor:4213 [interfaces.py:start():190] Started network monitoring
2023-05-08 00:13:57,339 DEBUG   HandlerThread:4213 [system_info.py:probe():195] Probing system
2023-05-08 00:13:57,341 DEBUG   HandlerThread:4213 [system_info.py:_probe_git():180] Probing git
2023-05-08 00:13:57,345 DEBUG   HandlerThread:4213 [system_info.py:_probe_git():188] Probing git done
2023-05-08 00:13:57,345 DEBUG   HandlerThread:4213 [system_info.py:probe():240] Probing system done
2023-05-08 00:13:57,345 DEBUG   HandlerThread:4213 [system_monitor.py:probe():210] {'os': 'Linux-6.1.25-1-MANJARO-x86_64-with-glibc2.37', 'python': '3.10.10', 'heartbeatAt': '2023-05-07T18:43:57.339223', 'startedAt': '2023-05-07T18:43:55.681571', 'docker': None, 'cuda': None, 'args': ('--env_name', 'CartPole-v0'), 'state': 'running', 'program': '/home/shuvrajeet/Documents/GitHub/ReinforcementLearning/DeepRL/ActorCritic/A3Critic.py', 'codePath': 'DeepRL/ActorCritic/A3Critic.py', 'git': {'remote': 'https://github.com/TheUnsolvedDev/ReinforcementLearning.git', 'commit': 'be84d0ebe5e41e59a3eaeeee52def90522c30e5a'}, 'email': 'shuvrajeet17@gmail.com', 'root': '/home/shuvrajeet/Documents/GitHub/ReinforcementLearning', 'host': 'desktop', 'username': 'shuvrajeet', 'executable': '/usr/bin/python3', 'cpu_count': 6, 'cpu_count_logical': 6, 'cpu_freq': {'current': 3574.8075000000003, 'min': 2200.0, 'max': 3600.0}, 'cpu_freq_per_core': [{'current': 3891.959, 'min': 2200.0, 'max': 3600.0}, {'current': 3899.016, 'min': 2200.0, 'max': 3600.0}, {'current': 3893.587, 'min': 2200.0, 'max': 3600.0}, {'current': 3896.031, 'min': 2200.0, 'max': 3600.0}, {'current': 2469.421, 'min': 2200.0, 'max': 3600.0}, {'current': 3899.663, 'min': 2200.0, 'max': 3600.0}], 'disk': {'total': 421.9198417663574, 'used': 301.36506271362305}, 'gpu': 'NVIDIA GeForce RTX 2060 SUPER', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 2060 SUPER', 'memory_total': 8589934592}], 'memory': {'total': 15.54288101196289}}
2023-05-08 00:13:57,345 INFO    HandlerThread:4213 [system_monitor.py:probe():211] Finished collecting system info
2023-05-08 00:13:57,345 INFO    HandlerThread:4213 [system_monitor.py:probe():214] Publishing system info
2023-05-08 00:13:57,345 DEBUG   HandlerThread:4213 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-05-08 00:13:57,345 DEBUG   HandlerThread:4213 [system_info.py:_save_pip():67] Saving pip packages done
2023-05-08 00:13:57,346 INFO    HandlerThread:4213 [system_monitor.py:probe():216] Finished publishing system info
2023-05-08 00:13:57,349 DEBUG   SenderThread:4213 [sender.py:send():375] send: files
2023-05-08 00:13:57,349 INFO    SenderThread:4213 [sender.py:_save_file():1378] saving file wandb-metadata.json with policy now
2023-05-08 00:13:57,355 DEBUG   HandlerThread:4213 [handler.py:handle_request():144] handle_request: stop_status
2023-05-08 00:13:57,355 DEBUG   SenderThread:4213 [sender.py:send_request():402] send_request: stop_status
2023-05-08 00:13:57,860 DEBUG   SenderThread:4213 [sender.py:send():375] send: telemetry
2023-05-08 00:13:58,001 INFO    Thread-12 :4213 [dir_watcher.py:_on_file_created():278] file/dir created: /home/shuvrajeet/Documents/GitHub/ReinforcementLearning/DeepRL/ActorCritic/wandb/run-20230508_001355-s8zccfvz/files/output.log
2023-05-08 00:13:58,001 INFO    Thread-12 :4213 [dir_watcher.py:_on_file_created():278] file/dir created: /home/shuvrajeet/Documents/GitHub/ReinforcementLearning/DeepRL/ActorCritic/wandb/run-20230508_001355-s8zccfvz/files/requirements.txt
2023-05-08 00:13:58,001 INFO    Thread-12 :4213 [dir_watcher.py:_on_file_created():278] file/dir created: /home/shuvrajeet/Documents/GitHub/ReinforcementLearning/DeepRL/ActorCritic/wandb/run-20230508_001355-s8zccfvz/files/wandb-summary.json
2023-05-08 00:13:58,001 INFO    Thread-12 :4213 [dir_watcher.py:_on_file_created():278] file/dir created: /home/shuvrajeet/Documents/GitHub/ReinforcementLearning/DeepRL/ActorCritic/wandb/run-20230508_001355-s8zccfvz/files/wandb-metadata.json
2023-05-08 00:13:58,540 INFO    wandb-upload_0:4213 [upload_job.py:push():137] Uploaded file /tmp/tmp8g5ic1xzwandb/mmg74l9w-wandb-metadata.json
2023-05-08 00:14:00,000 INFO    Thread-12 :4213 [dir_watcher.py:_on_file_modified():295] file/dir modified: /home/shuvrajeet/Documents/GitHub/ReinforcementLearning/DeepRL/ActorCritic/wandb/run-20230508_001355-s8zccfvz/files/output.log
2023-05-08 00:14:00,861 DEBUG   HandlerThread:4213 [handler.py:handle_request():144] handle_request: status_report
2023-05-08 00:14:04,214 DEBUG   HandlerThread:4213 [handler.py:handle_request():144] handle_request: keepalive
2023-05-08 00:14:05,862 DEBUG   HandlerThread:4213 [handler.py:handle_request():144] handle_request: status_report
2023-05-08 00:14:06,756 DEBUG   SenderThread:4213 [sender.py:send():375] send: exit
2023-05-08 00:14:06,756 INFO    SenderThread:4213 [sender.py:send_exit():598] handling exit code: 0
2023-05-08 00:14:06,756 INFO    SenderThread:4213 [sender.py:send_exit():600] handling runtime: 9
2023-05-08 00:14:06,757 INFO    SenderThread:4213 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-05-08 00:14:06,757 INFO    SenderThread:4213 [sender.py:send_exit():606] send defer
2023-05-08 00:14:06,758 DEBUG   HandlerThread:4213 [handler.py:handle_request():144] handle_request: defer
2023-05-08 00:14:06,758 INFO    HandlerThread:4213 [handler.py:handle_request_defer():170] handle defer: 0
2023-05-08 00:14:06,758 DEBUG   SenderThread:4213 [sender.py:send_request():402] send_request: defer
2023-05-08 00:14:06,758 INFO    SenderThread:4213 [sender.py:send_request_defer():622] handle sender defer: 0
2023-05-08 00:14:06,758 INFO    SenderThread:4213 [sender.py:transition_state():626] send defer: 1
2023-05-08 00:14:06,758 DEBUG   HandlerThread:4213 [handler.py:handle_request():144] handle_request: defer
2023-05-08 00:14:06,758 INFO    HandlerThread:4213 [handler.py:handle_request_defer():170] handle defer: 1
2023-05-08 00:14:06,758 DEBUG   SenderThread:4213 [sender.py:send_request():402] send_request: defer
2023-05-08 00:14:06,758 INFO    SenderThread:4213 [sender.py:send_request_defer():622] handle sender defer: 1
2023-05-08 00:14:06,758 INFO    SenderThread:4213 [sender.py:transition_state():626] send defer: 2
2023-05-08 00:14:06,758 DEBUG   HandlerThread:4213 [handler.py:handle_request():144] handle_request: defer
2023-05-08 00:14:06,758 INFO    HandlerThread:4213 [handler.py:handle_request_defer():170] handle defer: 2
2023-05-08 00:14:06,758 INFO    HandlerThread:4213 [system_monitor.py:finish():190] Stopping system monitor
2023-05-08 00:14:06,759 INFO    HandlerThread:4213 [interfaces.py:finish():202] Joined cpu monitor
2023-05-08 00:14:06,759 INFO    HandlerThread:4213 [interfaces.py:finish():202] Joined disk monitor
2023-05-08 00:14:06,759 DEBUG   SystemMonitor:4213 [system_monitor.py:_start():159] Starting system metrics aggregation loop
2023-05-08 00:14:06,759 DEBUG   SystemMonitor:4213 [system_monitor.py:_start():166] Finished system metrics aggregation loop
2023-05-08 00:14:06,759 DEBUG   SystemMonitor:4213 [system_monitor.py:_start():170] Publishing last batch of metrics
2023-05-08 00:14:06,800 INFO    HandlerThread:4213 [interfaces.py:finish():202] Joined gpu monitor
2023-05-08 00:14:06,800 INFO    HandlerThread:4213 [interfaces.py:finish():202] Joined memory monitor
2023-05-08 00:14:06,800 INFO    HandlerThread:4213 [interfaces.py:finish():202] Joined network monitor
2023-05-08 00:14:06,800 DEBUG   SenderThread:4213 [sender.py:send_request():402] send_request: defer
2023-05-08 00:14:06,800 INFO    SenderThread:4213 [sender.py:send_request_defer():622] handle sender defer: 2
2023-05-08 00:14:06,800 INFO    SenderThread:4213 [sender.py:transition_state():626] send defer: 3
2023-05-08 00:14:06,800 DEBUG   SenderThread:4213 [sender.py:send():375] send: stats
2023-05-08 00:14:06,800 DEBUG   HandlerThread:4213 [handler.py:handle_request():144] handle_request: defer
2023-05-08 00:14:06,801 INFO    HandlerThread:4213 [handler.py:handle_request_defer():170] handle defer: 3
2023-05-08 00:14:06,801 DEBUG   SenderThread:4213 [sender.py:send_request():402] send_request: defer
2023-05-08 00:14:06,801 INFO    SenderThread:4213 [sender.py:send_request_defer():622] handle sender defer: 3
2023-05-08 00:14:06,801 INFO    SenderThread:4213 [sender.py:transition_state():626] send defer: 4
2023-05-08 00:14:06,801 DEBUG   HandlerThread:4213 [handler.py:handle_request():144] handle_request: defer
2023-05-08 00:14:06,801 INFO    HandlerThread:4213 [handler.py:handle_request_defer():170] handle defer: 4
2023-05-08 00:14:06,801 DEBUG   SenderThread:4213 [sender.py:send_request():402] send_request: defer
2023-05-08 00:14:06,801 INFO    SenderThread:4213 [sender.py:send_request_defer():622] handle sender defer: 4
2023-05-08 00:14:06,801 INFO    SenderThread:4213 [sender.py:transition_state():626] send defer: 5
2023-05-08 00:14:06,801 DEBUG   HandlerThread:4213 [handler.py:handle_request():144] handle_request: defer
2023-05-08 00:14:06,801 INFO    HandlerThread:4213 [handler.py:handle_request_defer():170] handle defer: 5
2023-05-08 00:14:06,802 DEBUG   SenderThread:4213 [sender.py:send():375] send: summary
2023-05-08 00:14:06,802 INFO    SenderThread:4213 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-05-08 00:14:06,802 DEBUG   SenderThread:4213 [sender.py:send_request():402] send_request: defer
2023-05-08 00:14:06,802 INFO    SenderThread:4213 [sender.py:send_request_defer():622] handle sender defer: 5
2023-05-08 00:14:06,802 INFO    SenderThread:4213 [sender.py:transition_state():626] send defer: 6
2023-05-08 00:14:06,802 DEBUG   HandlerThread:4213 [handler.py:handle_request():144] handle_request: defer
2023-05-08 00:14:06,802 INFO    HandlerThread:4213 [handler.py:handle_request_defer():170] handle defer: 6
2023-05-08 00:14:06,802 DEBUG   SenderThread:4213 [sender.py:send_request():402] send_request: defer
2023-05-08 00:14:06,802 INFO    SenderThread:4213 [sender.py:send_request_defer():622] handle sender defer: 6
2023-05-08 00:14:06,806 DEBUG   HandlerThread:4213 [handler.py:handle_request():144] handle_request: status_report
2023-05-08 00:14:07,002 INFO    Thread-12 :4213 [dir_watcher.py:_on_file_modified():295] file/dir modified: /home/shuvrajeet/Documents/GitHub/ReinforcementLearning/DeepRL/ActorCritic/wandb/run-20230508_001355-s8zccfvz/files/wandb-summary.json
2023-05-08 00:14:07,260 INFO    SenderThread:4213 [sender.py:transition_state():626] send defer: 7
2023-05-08 00:14:07,260 DEBUG   HandlerThread:4213 [handler.py:handle_request():144] handle_request: defer
2023-05-08 00:14:07,260 INFO    HandlerThread:4213 [handler.py:handle_request_defer():170] handle defer: 7
2023-05-08 00:14:07,260 DEBUG   SenderThread:4213 [sender.py:send_request():402] send_request: defer
2023-05-08 00:14:07,260 INFO    SenderThread:4213 [sender.py:send_request_defer():622] handle sender defer: 7
2023-05-08 00:14:07,756 DEBUG   HandlerThread:4213 [handler.py:handle_request():144] handle_request: poll_exit
2023-05-08 00:14:07,875 INFO    SenderThread:4213 [sender.py:transition_state():626] send defer: 8
2023-05-08 00:14:07,875 DEBUG   SenderThread:4213 [sender.py:send_request():402] send_request: poll_exit
2023-05-08 00:14:07,875 DEBUG   HandlerThread:4213 [handler.py:handle_request():144] handle_request: defer
2023-05-08 00:14:07,875 INFO    HandlerThread:4213 [handler.py:handle_request_defer():170] handle defer: 8
2023-05-08 00:14:07,876 DEBUG   SenderThread:4213 [sender.py:send_request():402] send_request: defer
2023-05-08 00:14:07,876 INFO    SenderThread:4213 [sender.py:send_request_defer():622] handle sender defer: 8
2023-05-08 00:14:07,877 INFO    SenderThread:4213 [sender.py:transition_state():626] send defer: 9
2023-05-08 00:14:07,877 DEBUG   HandlerThread:4213 [handler.py:handle_request():144] handle_request: defer
2023-05-08 00:14:07,877 INFO    HandlerThread:4213 [handler.py:handle_request_defer():170] handle defer: 9
2023-05-08 00:14:07,878 DEBUG   SenderThread:4213 [sender.py:send():375] send: artifact
2023-05-08 00:14:08,002 INFO    Thread-12 :4213 [dir_watcher.py:_on_file_modified():295] file/dir modified: /home/shuvrajeet/Documents/GitHub/ReinforcementLearning/DeepRL/ActorCritic/wandb/run-20230508_001355-s8zccfvz/files/output.log
2023-05-08 00:14:08,002 INFO    Thread-12 :4213 [dir_watcher.py:_on_file_modified():295] file/dir modified: /home/shuvrajeet/Documents/GitHub/ReinforcementLearning/DeepRL/ActorCritic/wandb/run-20230508_001355-s8zccfvz/files/config.yaml
2023-05-08 00:14:08,757 DEBUG   HandlerThread:4213 [handler.py:handle_request():144] handle_request: poll_exit
2023-05-08 00:14:09,984 INFO    wandb-upload_0:4213 [upload_job.py:push():92] Skipped uploading /home/shuvrajeet/.local/share/wandb/artifacts/staging/tmpv9nog5bb
2023-05-08 00:14:10,663 INFO    wandb-upload_1:4213 [upload_job.py:push():95] Uploaded file /home/shuvrajeet/.local/share/wandb/artifacts/staging/tmpp1jlio1l
2023-05-08 00:14:12,967 INFO    SenderThread:4213 [sender.py:send_artifact():1474] sent artifact job-https___github.com_TheUnsolvedDev_ReinforcementLearning.git_DeepRL_ActorCritic_A3Critic.py - {'id': 'QXJ0aWZhY3Q6NDQ1NjY5MjYx', 'digest': 'd782f8a2f7a7b1576da355c0f2f3346e', 'state': 'PENDING', 'aliases': [], 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjY3MzUyNDQz', 'latestArtifact': {'id': 'QXJ0aWZhY3Q6NDQ1NjY4MDQ3', 'versionIndex': 0}}, 'version': 'latest'}
2023-05-08 00:14:12,967 DEBUG   SenderThread:4213 [sender.py:send_request():402] send_request: defer
2023-05-08 00:14:12,967 DEBUG   HandlerThread:4213 [handler.py:handle_request():144] handle_request: status_report
2023-05-08 00:14:12,967 INFO    SenderThread:4213 [sender.py:send_request_defer():622] handle sender defer: 9
2023-05-08 00:14:12,967 INFO    SenderThread:4213 [dir_watcher.py:finish():365] shutting down directory watcher
2023-05-08 00:14:13,003 INFO    SenderThread:4213 [dir_watcher.py:finish():395] scan: /home/shuvrajeet/Documents/GitHub/ReinforcementLearning/DeepRL/ActorCritic/wandb/run-20230508_001355-s8zccfvz/files
2023-05-08 00:14:13,003 INFO    SenderThread:4213 [dir_watcher.py:finish():409] scan save: /home/shuvrajeet/Documents/GitHub/ReinforcementLearning/DeepRL/ActorCritic/wandb/run-20230508_001355-s8zccfvz/files/wandb-metadata.json wandb-metadata.json
2023-05-08 00:14:13,003 INFO    SenderThread:4213 [dir_watcher.py:finish():409] scan save: /home/shuvrajeet/Documents/GitHub/ReinforcementLearning/DeepRL/ActorCritic/wandb/run-20230508_001355-s8zccfvz/files/config.yaml config.yaml
2023-05-08 00:14:13,003 INFO    SenderThread:4213 [dir_watcher.py:finish():409] scan save: /home/shuvrajeet/Documents/GitHub/ReinforcementLearning/DeepRL/ActorCritic/wandb/run-20230508_001355-s8zccfvz/files/wandb-summary.json wandb-summary.json
2023-05-08 00:14:13,004 INFO    SenderThread:4213 [dir_watcher.py:finish():409] scan save: /home/shuvrajeet/Documents/GitHub/ReinforcementLearning/DeepRL/ActorCritic/wandb/run-20230508_001355-s8zccfvz/files/requirements.txt requirements.txt
2023-05-08 00:14:13,004 INFO    SenderThread:4213 [dir_watcher.py:finish():409] scan save: /home/shuvrajeet/Documents/GitHub/ReinforcementLearning/DeepRL/ActorCritic/wandb/run-20230508_001355-s8zccfvz/files/output.log output.log
2023-05-08 00:14:13,006 INFO    SenderThread:4213 [sender.py:transition_state():626] send defer: 10
2023-05-08 00:14:13,007 DEBUG   SenderThread:4213 [sender.py:send_request():402] send_request: poll_exit
2023-05-08 00:14:13,009 DEBUG   HandlerThread:4213 [handler.py:handle_request():144] handle_request: defer
2023-05-08 00:14:13,012 INFO    HandlerThread:4213 [handler.py:handle_request_defer():170] handle defer: 10
2023-05-08 00:14:13,012 DEBUG   SenderThread:4213 [sender.py:send_request():402] send_request: defer
2023-05-08 00:14:13,012 INFO    SenderThread:4213 [sender.py:send_request_defer():622] handle sender defer: 10
2023-05-08 00:14:13,012 INFO    SenderThread:4213 [file_pusher.py:finish():167] shutting down file pusher
2023-05-08 00:14:13,759 DEBUG   HandlerThread:4213 [handler.py:handle_request():144] handle_request: keepalive
2023-05-08 00:14:13,928 INFO    wandb-upload_0:4213 [upload_job.py:push():137] Uploaded file /home/shuvrajeet/Documents/GitHub/ReinforcementLearning/DeepRL/ActorCritic/wandb/run-20230508_001355-s8zccfvz/files/config.yaml
2023-05-08 00:14:14,208 INFO    wandb-upload_1:4213 [upload_job.py:push():137] Uploaded file /home/shuvrajeet/Documents/GitHub/ReinforcementLearning/DeepRL/ActorCritic/wandb/run-20230508_001355-s8zccfvz/files/wandb-summary.json
2023-05-08 00:14:14,274 INFO    wandb-upload_3:4213 [upload_job.py:push():137] Uploaded file /home/shuvrajeet/Documents/GitHub/ReinforcementLearning/DeepRL/ActorCritic/wandb/run-20230508_001355-s8zccfvz/files/output.log
